name,totalNum,newNum,deadNum,totalPopulation,deadRate,infecRate
越南,1385,4,35,"9,649",2.53,0.001435
蒙古,898,5,0,312,-,0.028782
布隆迪,720,4,1,"1,121",0.14,0.006423
钻石号邮轮,712,0,13,0.37,1.83,0.192432
巴布亚新几内亚,684,0,7,841,1.02,0.008133
摩纳哥,655,7,3,3,0.46,2.183333
厄立特里亚,649,0,0,518,-,0.012529
科摩罗,617,0,7,83,1.13,0.074337
毛里求斯,515,0,10,126,1.94,0.040873
坦桑尼亚,509,0,21,"5,909",4.13,0.000861
不丹,433,0,0,81,-,0.053457
柬埔寨,356,2,0,"1,624",-,0.002192
巴巴多斯,290,0,7,28,2.41,0.103571
圣卢西亚,270,0,2,-,0.74,
塞舌尔,184,0,0,9,-,0.204444
文莱,152,0,3,43,1.97,0.035349
安提瓜和巴布达,146,0,4,10,2.74,0.146
圣文森特和格林纳丁斯,91,1,0,11,-,0.082727
多米尼克,85,0,0,7,-,0.121429
斐济,44,0,2,91,4.55,0.004835
格林纳达,43,0,0,10,-,0.043
老挝,41,0,0,696,-,0.000589
马提尼克岛,37,0,1,-,2.70,
东帝汶,31,0,0,132,-,0.002348
梵蒂冈,27,0,0,-,-,
圣基茨和尼维斯,25,0,0,5,-,0.05
所罗门群岛,17,0,0,62,-,0.002742
马绍尔群岛,4,0,0,5,-,0.008
瓦努阿图,1,0,0,28,-,0.000357
全球,69460198,675835,1578571,758520,2.27,0.915733
