name,totalNum,newNum,deadNum,totalPopulation,deadRate,infecRate
马耳他,10197,96,148,43,1.45,2.371395
津巴布韦,10129,0,277,"1,691",2.73,0.059899
海地,9313,17,233,"1,111",2.50,0.083825
加蓬,9239,25,60,206,0.65,0.448495
毛里塔尼亚,8863,153,179,-,2.02,
古巴,8456,75,136,"1,148",1.61,0.073659
叙利亚,8059,86,426,"1,828",5.29,0.044086
巴哈马,7543,0,163,39,2.16,1.934103
安道尔,6842,52,76,7,1.11,9.774286
特立尼达和多巴哥,6704,19,121,137,1.80,0.489343
斯威士兰,6455,13,122,139,1.89,0.464388
乌拉圭,6225,201,80,346,1.29,0.179913
马拉维,6040,12,185,"1,916",3.06,0.031524
卢旺达,5994,46,50,"1,250",0.83,0.047952
伯利兹,5854,0,148,38,2.53,1.540526
尼加拉瓜,5838,0,161,628,2.76,0.092962
刚果（布）,5774,0,94,-,1.63,
吉布提,5682,2,61,97,1.07,0.585773
圭亚那,5449,26,151,78,2.77,0.69859
冰岛,5448,35,27,33,0.50,1.650909
苏里南,5320,1,117,56,2.20,0.95
赤道几内亚,5156,0,85,131,1.65,0.393588
中非共和国,4918,0,63,473,1.28,0.103975
马里,4837,75,161,"1,910",3.33,0.025325
索马里,4525,0,121,"1,518",2.67,0.029809
泰国,4039,13,60,"6,918",1.49,0.005838
冈比亚,3765,22,123,216,3.27,0.174306
贝宁,3055,40,44,"1,148",1.44,0.026611
多哥,3014,17,65,799,2.16,0.037722
布基纳法索,3010,79,68,"1,975",2.26,0.015241
几内亚比绍,2441,0,44,190,1.80,0.128474
塞拉利昂,2416,3,74,771,3.06,0.031336
也门,2217,20,621,"2,891",28.01,0.007669
莱索托,2145,8,44,226,2.05,0.094912
新西兰,2069,9,25,474,1.21,0.04365
圣马力诺,1714,64,46,3,2.68,5.713333
乍得,1705,5,102,"1,535",5.98,0.011107
尼日尔,1640,54,76,"2,231",4.63,0.007351
利比里亚,1595,0,83,485,5.20,0.032887
越南,1361,3,35,"9,649",2.57,0.001411
列支敦士登公国,1339,21,17,-,1.27,
蒙古,819,7,0,312,-,0.02625
钻石号邮轮,712,0,13,0.37,1.83,0.192432
布隆迪,689,0,1,"1,121",0.15,0.006146
巴布亚新几内亚,669,0,7,841,1.05,0.007955
摩纳哥,621,4,3,3,0.48,2.07
科摩罗,613,0,7,83,1.14,0.073855
厄立特里亚,577,0,0,518,-,0.011139
坦桑尼亚,509,0,21,"5,909",4.13,0.000861
毛里求斯,508,3,10,126,1.97,0.040317
不丹,415,1,0,81,-,0.051235
柬埔寨,331,2,0,"1,624",-,0.002038
巴巴多斯,279,1,7,28,2.51,0.099643
圣卢西亚,261,2,2,-,0.77,
塞舌尔,183,0,0,9,-,0.203333
文莱,151,0,3,43,1.99,0.035116
安提瓜和巴布达,144,2,4,10,2.78,0.144
多米尼克,85,0,0,7,-,0.121429
圣文森特和格林纳丁斯,85,0,0,11,-,0.077273
斐济,42,0,2,91,4.76,0.004615
格林纳达,41,0,0,10,-,0.041
老挝,39,0,0,696,-,0.00056
马提尼克岛,37,0,1,-,2.70,
东帝汶,31,1,0,132,-,0.002348
梵蒂冈,27,0,0,-,-,
圣基茨和尼维斯,22,0,0,5,-,0.044
所罗门群岛,17,0,0,62,-,0.002742
马绍尔群岛,4,0,0,5,-,0.008
瓦努阿图,1,0,0,28,-,0.000357
全球,65037629,644365,1501223,758520,2.31,0.857428
